 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret,Average Diameter
2478,cells4.jpg,1033,1375.432,1886.686,172.995,1353,1868,40,42,40.789,32.246,112.391,45.31,255,100,1366,1910,67.964,37.969,36.5175
2524,cells4.jpg,1033,129.951,1921.613,192.652,111,1902,37,42,39.938,32.933,99.159,46.011,255,100,113,1908,132.357,37,36.4355
844,cells4.jpg,1034,3237.533,640.497,247.078,3213,610,48,58,51.725,25.453,54.607,59.203,255,100,3229,667,74.32,36.028,38.589
3237,cells4.jpg,1034,1344.221,2539.321,156.368,1322,2519,43,41,44.034,29.898,40.573,51.662,255,100,1323,2555,42.647,33.944,36.966
322,cells4.jpg,1035,2155.935,272.89,319.463,2131,249,51,42,41.674,31.622,18.016,53.075,255,100,2136,288,42.709,41.475,36.648
958,cells4.jpg,1035,2919.19,708.754,229.137,2901,685,43,51,40.129,32.839,95.666,51.478,255,100,2915,685,97.815,43,36.484
2263,cells4.jpg,1035,552.107,1728.301,153.095,531,1711,44,36,43.9,30.018,14.861,45.277,255,100,531,1737,30.53,33.732,36.959
1194,cells4.jpg,1036,2849.178,869.326,210.309,2830,844,37,45,39.748,33.186,121.067,51.108,255,100,2837,845,120.579,36.814,36.467
2054,cells4.jpg,1036,1200.719,1540.123,222.794,1178,1509,39,56,53.25,24.772,73.655,59.464,255,100,1183,1565,70.346,32.02,39.011
2734,cells4.jpg,1037,947.217,2081.371,188.066,923,2060,48,42,43.25,30.528,151.995,48.549,255,100,931,2060,122.381,35.33,36.889
3645,cells4.jpg,1038,3078.176,3014.224,231.38,3048,2991,55,44,41.637,31.741,9.62,56.089,255,100,3048,3006,168.69,38.162,36.689
532,cells4.jpg,1039,2196.449,429.704,228.108,2175,404,37,54,49.099,26.943,105.507,54.708,255,100,2183,410,120.784,36.401,38.021
3691,cells4.jpg,1039,3431.495,3046.478,310.978,3394,3027,67,34,53.471,24.74,0.084,68.447,255,100,3394,3047,168.198,33.315,39.1055
1161,cells4.jpg,1040,2049.028,847.989,227.865,2021,826,52,39,45.679,28.988,171.015,52.612,255,100,2021,847,171.254,37.165,37.3335
2130,cells4.jpg,1041,1108.636,1615.918,351.848,1063,1582,86,65,75.025,17.667,141.727,97.247,255,100,1063,1596,149.744,32.016,46.346
972,cells4.jpg,1042,3007.971,715.402,158.024,2991,696,36,43,42.603,31.141,81.1,45.188,255,100,3001,738,65.136,32.386,36.872
1342,cells4.jpg,1042,3929.416,983.228,307.706,3906,958,51,47,41.799,31.741,50.661,58.181,255,100,3906,999,28.768,41.743,36.77
853,cells4.jpg,1044,3696.679,631.428,243.522,3673,615,50,35,44.217,30.062,6.022,52.498,255,100,3673,644,17.745,35,37.1395
628,cells4.jpg,1045,2421.413,488.093,220.936,2398,469,46,45,37.14,35.824,6.895,47.539,255,100,2398,492,14.621,40.771,36.482
110,cells4.jpg,1046,2229.666,80.866,195.723,2209,59,39,52,41.847,31.825,90.085,52.038,255,100,2224,59,92.203,36.451,36.836
474,cells4.jpg,1048,2155.569,379.177,210.066,2136,361,42,39,39.271,33.978,37.998,47.434,255,100,2136,396,34.695,38.155,36.6245
22,cells4.jpg,1049,1125.974,19.16,178.752,1105,4,55,38,47.692,28.006,25.412,59.615,255,100,1105,27,22.694,36.604,37.849
1709,cells4.jpg,1049,4070.55,1255.72,223.823,4052,1224,31,58,54.766,24.388,81.516,58.669,255,100,4052,1276,60.376,31,39.577
3250,cells4.jpg,1049,2654.211,2555.191,212.451,2633,2531,40,55,51.364,26.003,111.385,59.093,255,100,2639,2532,113.962,31.31,38.6835
1640,cells4.jpg,1050,2612.577,1194.427,236.693,2591,1173,44,46,44.874,29.792,137.392,55,255,100,2591,1182,143.13,34.663,37.333
386,cells4.jpg,1051,2255.587,324.146,218.309,2231,302,43,44,45.345,29.511,117.127,55.902,255,100,2231,304,137.175,34.785,37.428
1300,cells4.jpg,1052,179.468,953.773,180.652,162,929,38,49,41.564,32.226,72.298,49.01,255,100,180,929,91.169,36.623,36.895
2514,cells4.jpg,1055,3944.363,1920.545,240.35,3919,1898,48,47,40.7,33.004,37.525,51.264,255,100,3919,1927,20.556,42.999,36.852
261,cells4.jpg,1056,1860.04,223.744,255.664,1832,200,48,44,38.464,34.956,16.556,49.041,255,100,1836,208,140.793,43.956,36.71
669,cells4.jpg,1056,2788.25,513.648,259.179,2768,489,42,48,40.291,33.371,116.179,49.396,255,100,2784,491,111.371,38.46,36.831
850,cells4.jpg,1057,96.156,637.877,226.551,78,614,39,46,41.551,32.389,57.907,47.011,255,100,80,652,38.089,39,36.97
2303,cells4.jpg,1057,4018.833,1758.029,258.007,3997,1736,48,49,37.377,36.006,124.771,49.254,255,100,4017,1736,95.826,41.012,36.6915
491,cells4.jpg,1058,1193.822,392.503,169.095,1167,373,50,35,47.814,28.173,12.169,50.448,255,100,1167,393,13.761,30.564,37.9935
3499,cells4.jpg,1058,2628.445,2847.39,252.593,2606,2824,46,45,40.927,32.914,46.2,51.108,255,100,2608,2860,30.579,40.113,36.9205
188,cells4.jpg,1059,4049.229,142.69,289.22,4020,121,52,44,42.131,32.004,153.4,52.345,255,100,4020,140,173.418,40.794,37.0675
335,cells4.jpg,1059,1700.961,283.484,225.137,1680,262,42,41,40.947,32.93,16.398,48.27,255,100,1685,301,50.042,39.291,36.9385
2338,cells4.jpg,1059,1647.271,1791.867,166.066,1624,1766,43,47,42.791,31.511,119.201,48.877,255,100,1638,1768,120.763,33.082,37.151
426,cells4.jpg,1060,1546.399,357.329,228.693,1521,334,49,46,39.777,33.93,114.482,49.366,255,100,1521,354,173.019,42.124,36.8535
598,cells4.jpg,1061,3792.992,461.533,203.622,3771,441,45,42,38.114,35.444,171.763,46.325,255,100,3771,455,166.264,39.59,36.779
1144,cells4.jpg,1061,3143.146,839.275,185.48,3125,812,40,52,44.346,30.463,103.91,52.086,255,100,3142,812,93.302,37.006,37.4045
1329,cells4.jpg,1063,1620.677,966.61,186.752,1599,947,44,41,39.785,34.019,155.231,44.407,255,100,1599,965,172.235,38.6,36.902
139,cells4.jpg,1064,4007.23,104.37,311.22,3982,79,49,53,39.965,33.898,34.644,53.31,255,100,3982,118,23.199,44.272,36.9315
258,cells4.jpg,1064,3076.751,221.139,195.823,3056,197,40,47,42.561,31.83,68.985,48.703,255,100,3063,197,109.179,39.812,37.1955
2519,cells4.jpg,1065,1981.839,1927.418,365.404,1957,1900,46,55,47.226,28.713,60.621,57.94,255,100,1972,1954,68.749,40.88,37.9695
2700,cells4.jpg,1065,340.339,2048.99,247.522,313,2029,49,50,46.564,29.122,146.325,60.803,255,100,320,2030,126.304,39.457,37.843
2759,cells4.jpg,1065,2471.535,2101.323,358.919,2447,2076,46,52,39.522,34.31,110.391,53.852,255,100,2463,2076,105.068,43.416,36.916
795,cells4.jpg,1066,629.228,591.897,209.137,607,572,54,43,43.899,30.918,37.736,56.321,255,100,607,603,16.504,37.044,37.4085
2188,cells4.jpg,1066,2222.586,1665.425,225.38,2204,1639,36,51,45.409,29.89,84.323,51.157,255,100,2222,1639,94.485,34.469,37.6495
2394,cells4.jpg,1066,777.512,1833.906,180.652,752,1808,45,47,42.846,31.678,53.49,51.4,255,100,752,1849,52.907,36.097,37.262
999,cells4.jpg,1067,138.825,738.65,265.664,117,712,44,52,42.256,32.15,106.032,55,255,100,120,713,126.87,43.719,37.203
1445,cells4.jpg,1067,110.893,1055.033,193.48,88,1036,46,38,41.57,32.681,175.796,52.355,255,100,88,1066,28.523,37.272,37.1255
667,cells4.jpg,1068,1358.057,504.857,202.066,1336,487,45,36,39.971,34.02,5.547,49.396,255,100,1336,515,31.759,35.357,36.9955
1533,cells4.jpg,1068,3706.37,1120.371,220.309,3680,1104,56,36,49.615,27.408,167.162,56.143,255,100,3680,1127,4.086,30.894,38.5115
2373,cells4.jpg,1069,3181.28,1815.92,314.777,3159,1790,47,61,42.238,32.225,73.624,61.392,255,100,3184,1790,102.225,46.467,37.2315
1463,cells4.jpg,1070,2262.686,1069.021,173.823,2239,1049,46,38,41.236,33.038,3.016,47.539,255,100,2240,1061,157.751,35.51,37.137
2959,cells4.jpg,1070,2327.95,2278.874,243.966,2308,2249,44,51,45.827,29.729,119.364,52.402,255,100,2315,2251,131.906,39.661,37.778
3179,cells4.jpg,1070,2667.166,2490.379,303.12,2640,2461,57,54,58.016,23.483,147.606,70.093,255,100,2644,2461,137.891,34.75,40.7495
1637,cells4.jpg,1071,3999.548,1191.802,229.522,3976,1172,48,39,44.339,30.755,15.264,50.09,255,100,3977,1201,26.053,38.762,37.547
3545,cells4.jpg,1071,2204.218,2901.25,263.664,2179,2881,50,41,42.578,32.027,23.576,53.814,255,100,2191,2922,48.013,39.007,37.3025
2817,cells4.jpg,1073,803.203,2148.336,188.309,779,2131,45,38,39.863,34.272,15.668,48.104,255,100,785,2164,43.315,37.62,37.0675
977,cells4.jpg,1074,1201.422,723.982,177.924,1176,703,44,44,40.709,33.591,1.063,48.01,255,100,1178,719,144.324,39.386,37.15
1200,cells4.jpg,1075,2935.804,869.976,175.338,2917,846,37,48,44.507,30.753,71.147,50.606,255,100,2919,890,60.396,33.149,37.63
2922,cells4.jpg,1075,1793.273,2234.12,305.12,1763,2217,54,39,46.222,29.612,2.474,54.452,255,100,1763,2233,172.614,39,37.917
3273,cells4.jpg,1075,2608.804,2594.187,458.274,2584,2556,51,71,42.763,32.008,99.232,72.007,255,100,2615,2556,99.593,45.145,37.3855
3586,cells4.jpg,1075,2724.72,2950.934,380.576,2704,2928,50,49,40.14,34.099,144.551,56.08,255,100,2706,2931,148.861,44.653,37.1195
2014,cells4.jpg,1076,2687.668,1492.391,226.894,2666,1473,42,46,40.374,33.933,70.106,48.384,255,100,2685,1519,71.94,40.924,37.1535
3360,cells4.jpg,1078,2182.166,2683.444,207.966,2155,2664,55,38,46.862,29.289,165.694,55.227,255,100,2155,2679,174.806,32.691,38.0755
219,cells4.jpg,1079,1325.223,182.698,173.338,1303,161,41,43,43.784,31.378,49.205,52.326,255,100,1306,204,45,34.975,37.581
1026,cells4.jpg,1079,636.081,760.918,296.049,610,733,46,53,48.984,28.046,51.276,61.074,255,100,613,783,50.315,36.322,38.515
1153,cells4.jpg,1079,2975.165,840.683,205.622,2954,821,54,41,46.694,29.422,13.823,54.918,255,100,2954,847,10.491,33.636,38.058
1990,cells4.jpg,1079,435.37,1475.452,174.894,408,1454,51,42,42.203,32.553,178.7,51.157,255,100,408,1480,4.485,37.622,37.378
2454,cells4.jpg,1079,2980.833,1877.295,214.693,2957,1853,47,44,44.884,30.608,171.173,49.193,255,100,2970,1853,116.565,38.056,37.746
1264,cells4.jpg,1080,3022.468,921.959,290.049,2997,896,45,53,43.662,31.494,119.702,54.571,255,100,3018,896,103.782,41.362,37.578
3137,cells4.jpg,1081,1608.362,2440.5,177.48,1588,2418,41,45,44.947,30.622,51.348,50.21,255,100,1589,2456,44.193,33.924,37.7845
2745,cells4.jpg,1082,1059.133,2086.835,285.321,1036,2066,48,43,41.776,32.977,160.165,53.151,255,100,1040,2071,138.814,42.613,37.3765
2529,cells4.jpg,1083,299.777,1926.48,232.35,277,1906,45,47,44.468,31.009,149.049,52.154,255,100,277,1913,147.529,38.846,37.7385
486,cells4.jpg,1084,523.825,393.458,148.51,503,370,41,45,45.848,30.104,50.744,48.374,255,100,512,414,60.255,33.634,37.976
489,cells4.jpg,1084,3000.419,394.467,185.48,2979,372,42,44,43.65,31.62,149.675,48.549,255,100,2990,373,122.381,34.839,37.635
1500,cells4.jpg,1084,680.377,1101.879,222.35,659,1077,42,49,45.298,30.469,105.953,49.366,255,100,675,1077,96.981,34.345,37.8835
552,cells4.jpg,1085,2921.634,442.743,280.836,2907,414,33,57,49.772,27.756,89.754,59.203,255,100,2916,471,74.32,32.955,38.764
1327,cells4.jpg,1086,1671.845,969.442,266.007,1652,944,38,51,48.673,28.409,84.906,52.802,255,100,1658,994,65.376,37.879,38.541
2259,cells4.jpg,1086,1132.059,1728.743,196.208,1110,1707,47,39,42.278,32.706,166.114,47.424,255,100,1117,1710,132.436,36.443,37.492
379,cells4.jpg,1087,1563.442,317.292,195.723,1540,296,45,46,44.693,30.967,141.473,50.249,255,100,1549,299,121.159,35.299,37.83
623,cells4.jpg,1088,2211.756,485.304,145.095,2191,467,43,40,39.892,34.726,158.742,43.417,255,100,2191,479,172.057,38.184,37.309
1442,cells4.jpg,1088,1728.949,1051.731,166.853,1711,1031,41,43,39.468,35.099,87.472,44.777,255,100,1719,1074,60.573,37.819,37.2835
2042,cells4.jpg,1088,1548.34,1519.825,211.622,1526,1497,49,45,42.869,32.315,149.341,54.562,255,100,1526,1505,153.905,37.794,37.592
2622,cells4.jpg,1088,854.911,1993.926,185.723,833,1971,55,44,44.485,31.14,151.764,55.227,255,100,833,1991,174.806,34.854,37.8125
2823,cells4.jpg,1090,2091.118,2153.735,274.735,2058,2135,58,39,49.502,28.036,179.487,58.694,255,100,2058,2164,8.82,37.593,38.769
308,cells4.jpg,1091,2671.747,264.563,212.551,2647,243,50,42,41.42,33.537,148.086,52.498,255,100,2647,259,162.255,37.086,37.4785
385,cells4.jpg,1092,400.073,324.171,296.534,374,302,50,44,43.679,31.832,8.146,51.624,255,100,374,317,158.405,41.675,37.7555
577,cells4.jpg,1092,3890.079,455.332,190.409,3864,434,51,38,46.468,29.921,1.7,52.393,255,100,3864,460,13.241,38,38.1945
696,cells4.jpg,1093,3442.707,531.823,174.752,3419,509,42,45,41.376,33.635,70.779,47.634,255,100,3424,549,39.036,37.522,37.5055
756,cells4.jpg,1093,2795.391,573.415,261.865,2777,546,32,60,54.377,25.593,93.111,60.531,255,100,2796,606,82.405,31.972,39.985
3098,cells4.jpg,1093,3405.108,2394.447,147.882,3386,2375,36,45,41.352,33.654,86.996,48.104,255,100,3396,2375,110.695,35.821,37.503
739,cells4.jpg,1094,1431.043,556.795,221.723,1408,535,45,42,42.015,33.153,11.092,47.707,255,100,1411,571,33.024,40.613,37.584
1501,cells4.jpg,1094,1383.439,1093.96,241.421,1358,1077,50,41,44.771,31.112,175.423,53.141,255,100,1358,1095,19.799,40.769,37.9415
965,cells4.jpg,1098,3463.575,711.519,212.853,3446,689,34,46,43.805,31.914,87.776,48.104,255,100,3450,734,69.305,34,37.8595
1738,cells4.jpg,1098,2859.462,1274.788,169.095,2838,1250,44,42,42.727,32.72,151.983,49.193,255,100,2838,1264,153.435,38.947,37.7235
1994,cells4.jpg,1098,1724.983,1482.291,195.581,1707,1457,39,50,40.68,34.367,51.461,50.99,255,100,1719,1507,78.69,38.746,37.5235
993,cells4.jpg,1099,3422.165,734.105,192.61,3399,709,40,46,45.362,30.847,87.313,51.614,255,100,3406,751,54.462,39.043,38.1045
1148,cells4.jpg,1100,1511.158,845.63,282.149,1491,816,36,59,47.647,29.395,82.018,59.54,255,100,1514,875,82.278,35.747,38.521
2619,cells4.jpg,1102,1029.956,1989.962,168.267,1008,1970,43,43,41.509,33.802,149.094,47.202,255,100,1012,1977,143.616,38.321,37.6555
1827,cells4.jpg,1104,3894.399,1342.842,247.765,3873,1320,47,44,40.178,34.986,151.609,49.406,255,100,3880,1359,35.942,42.164,37.582
1927,cells4.jpg,1104,1221.392,1422.35,224.35,1199,1398,45,47,39.687,35.419,31.624,48.384,255,100,1215,1445,71.94,39.823,37.553
3571,cells4.jpg,1104,2152.361,2931.948,333.747,2127,2910,59,49,47.864,29.368,42.788,62.65,255,100,2129,2945,24.52,43.877,38.616
121,cells4.jpg,1105,2996.787,107.172,321.706,2979,65,40,72,54.614,25.761,88.746,73.007,255,100,3001,65,103.465,39.644,40.1875
736,cells4.jpg,1106,1850.594,555.999,228.451,1823,533,51,41,44.23,31.838,32.555,51.313,255,100,1824,562,33.071,37.119,38.034
285,cells4.jpg,1108,1804.653,237.033,197.823,1785,216,44,44,47.479,29.713,46.97,52.631,255,100,1788,258,51.17,39.964,38.596
749,cells4.jpg,1109,3224.785,567.05,212.451,3203,541,42,47,45.943,30.734,61.044,52.01,255,100,3206,584,52.028,34.167,38.3385
2072,cells4.jpg,1109,2099.404,1548.775,261.321,2070,1522,50,55,38.881,36.316,128.222,55.731,255,100,2096,1577,80.707,40.916,37.5985
1904,cells4.jpg,1110,566.845,1405.776,205.522,543,1375,42,60,46.555,30.358,70.892,60.671,255,100,567,1435,81.469,39.846,38.4565
2758,cells4.jpg,1110,1125.53,2098.225,220.551,1097,2076,53,40,49.484,28.561,18.286,53.339,255,100,1097,2101,6.459,35.303,39.0225
2805,cells4.jpg,1110,1134.52,2153.745,349.161,1105,2120,54,55,47.104,30.004,50.621,60.539,255,100,1114,2173,59.199,43.483,38.554
203,cells4.jpg,1111,2973.453,164.382,252.836,2955,139,37,51,43.258,32.701,71.205,51.788,255,100,2969,139,100.008,37,37.9795
611,cells4.jpg,1111,3430.881,479.303,357.747,3402,454,54,47,42.797,33.053,38.618,58.31,255,100,3402,494,22.166,42.157,37.925
3224,cells4.jpg,1111,1393.623,2525.811,323.948,1367,2504,52,44,43.5,32.519,164.87,57.271,255,100,1367,2506,155.225,42.686,38.0095
214,cells4.jpg,1112,1639.843,174.718,212.409,1615,154,50,40,46.597,30.385,27.818,52.631,255,100,1617,191,38.83,38.674,38.491
1271,cells4.jpg,1112,84.021,927.775,232.108,64,900,43,55,41.955,33.746,92.918,55.326,255,100,88,900,96.226,42.137,37.8505
3048,cells4.jpg,1112,3261.982,2352.549,218.693,3229,2333,56,41,43.09,32.858,179.146,56.08,255,100,3229,2354,3.066,38.068,37.974
1201,cells4.jpg,1113,2794.398,871.175,202.652,2774,847,44,45,39.939,35.482,139.192,49.193,255,100,2787,847,116.565,38.627,37.7105
1482,cells4.jpg,1113,3499.441,1084.089,167.581,3477,1065,46,38,41.846,33.865,17.714,46.39,255,100,3477,1086,7.431,37.53,37.8555
2168,cells4.jpg,1113,822.685,1659.458,431.103,799,1623,44,73,57.12,24.809,86.697,73.98,255,100,814,1696,76.715,43.13,40.9645
635,cells4.jpg,1114,3486.729,490.308,318.09,3459,471,56,41,45.696,31.04,178.377,58.138,255,100,3463,509,26.565,40.443,38.368
1519,cells4.jpg,1114,1866.317,1114.899,218.309,1845,1093,47,47,40.161,35.317,80.084,54.203,255,100,1859,1140,60.124,40.405,37.739
1564,cells4.jpg,1115,3616.089,1151.017,255.421,3589,1126,48,46,45.181,31.422,39.53,56.604,255,100,3589,1166,32.005,38.106,38.3015
2220,cells4.jpg,1115,1978.667,1693.693,272.836,1952,1672,53,47,45.778,31.012,22.076,54.571,255,100,1952,1704,13.782,40.972,38.395
3480,cells4.jpg,1115,2970.274,2820.441,176.995,2949,2800,44,41,41.118,34.526,145.137,46.043,255,100,2952,2803,145.62,39.598,37.822
3622,cells4.jpg,1115,2470.9,2990.05,289.563,2449,2966,46,53,40.009,35.483,67.2,53.46,255,100,2467,3019,82.476,45.898,37.746
1681,cells4.jpg,1118,2830.007,1231.697,328.676,2791,1205,67,48,46.882,30.363,161.461,67.268,255,100,2791,1232,174.883,40.776,38.6225
2050,cells4.jpg,1118,2651.686,1525.757,227.865,2629,1505,49,45,41.393,34.389,31.748,49.366,255,100,2629,1533,6.981,40.11,37.891
2409,cells4.jpg,1118,1651.202,1842.823,268.735,1626,1819,50,48,47.515,29.959,58.112,54.672,255,100,1628,1861,50.194,36.857,38.737
1072,cells4.jpg,1119,1501.701,788.842,325.948,1475,763,48,52,40.718,34.991,138.696,52.086,255,100,1496,763,93.302,45.92,37.8545
1087,cells4.jpg,1119,1311.617,796.706,286.836,1289,771,41,52,50.434,28.25,68.545,55.803,255,100,1290,818,53.746,36.802,39.342
1376,cells4.jpg,1119,2722,1002.796,214.693,2697,984,51,39,45.561,31.272,173.215,53.16,255,100,2697,995,163.61,37.35,38.4165
3005,cells4.jpg,1119,4063.091,2307.855,157.681,4041,2287,42,46,40.808,34.914,109.064,47.074,255,100,4054,2287,102.265,39.106,37.861
3185,cells4.jpg,1119,1346.684,2488.929,388.333,1321,2466,55,44,44.827,31.783,24.013,58.694,255,100,1327,2510,45.69,42.854,38.305
47,cells4.jpg,1120,2610.911,24.069,211.38,2588,6,53,40,43.986,32.42,28.224,56.356,255,100,2591,39,27.474,39.598,38.203
643,cells4.jpg,1120,2894.962,498.212,208.167,2875,477,45,43,41.505,34.358,61.816,50,255,100,2880,514,36.87,41.144,37.9315
1961,cells4.jpg,1120,1358.537,1454.021,299.948,1336,1427,51,48,42.169,33.817,38.222,53.759,255,100,1336,1463,18.435,43.337,37.993
2163,cells4.jpg,1121,514.174,1639.039,175.823,490,1612,47,48,55.675,25.636,43.639,58.412,255,100,495,1658,51.953,32.733,40.6555
2644,cells4.jpg,1121,3352.544,2011.503,294.392,3326,1983,47,54,44.945,31.757,60.146,60,255,100,3326,2033,53.13,39.608,38.351
3095,cells4.jpg,1121,1370.837,2395.532,178.894,1351,2373,40,49,44.044,32.406,63.262,51.894,255,100,1361,2420,64.916,34.361,38.225
2650,cells4.jpg,1122,3874.412,2016.128,238.593,3846,1991,59,49,53.736,26.585,153.037,61.4,255,100,3846,2001,163.926,35.866,40.1605
3504,cells4.jpg,1123,4033.52,2858.667,293.22,4011,2830,46,58,46.853,30.518,125.582,58.421,255,100,4029,2830,96.882,33.245,38.6855
836,cells4.jpg,1124,2124.008,634.209,291.563,2102,606,44,49,38.257,37.409,107.215,51.078,255,100,2112,608,113.051,43.081,37.833
3298,cells4.jpg,1124,3532.578,2617.491,179.38,3510,2591,43,47,39.155,36.55,89.141,47.676,255,100,3531,2591,99.66,38.824,37.8525
2242,cells4.jpg,1125,436.435,1713.118,231.179,411,1690,54,43,40.868,35.049,2.569,56.321,255,100,411,1720,16.504,40.068,37.9585
3031,cells4.jpg,1125,1314.769,2336.312,212.35,1289,2312,46,52,51.989,27.552,66.658,62.426,255,100,1294,2364,54.782,34.141,39.7705
2225,cells4.jpg,1127,1323.944,1702.213,231.765,1303,1675,42,56,51.197,28.028,59.368,57.489,255,100,1323,1731,76.931,35.181,39.6125
2556,cells4.jpg,1129,3889.427,1940.939,171.338,3866,1924,48,36,45.768,31.408,175.29,49.031,255,100,3866,1941,11.768,34.468,38.588
3425,cells4.jpg,1130,2406.116,2758.419,234.693,2386,2734,41,49,41.745,34.465,90.268,49.82,255,100,2402,2734,100.408,40.733,38.105
2442,cells4.jpg,1131,1745.673,1871.221,247.865,1719,1847,50,49,51.411,28.01,52.186,56.4,255,100,1731,1894,52.927,39.683,39.7105
1032,cells4.jpg,1132,2702.542,759.053,195.037,2679,734,49,50,48.458,29.744,40.276,54.644,255,100,2681,780,55.437,33.807,39.101
3285,cells4.jpg,1132,2460.979,2598.036,215.522,2440,2573,42,47,44.695,32.248,63.615,53.151,255,100,2440,2616,41.186,38.2,38.4715
706,cells4.jpg,1133,1517.024,540.617,221.037,1496,516,43,48,45.256,31.876,64.352,50.329,255,100,1506,564,69.044,39.405,38.566
651,cells4.jpg,1134,2306.435,504.662,227.179,2285,479,43,48,41.433,34.848,65.852,49.769,255,100,2301,527,67.557,41,38.1405
1063,cells4.jpg,1134,1557.492,781.35,234.108,1530,759,49,46,39.409,36.638,83.829,53.009,255,100,1539,803,54.211,41.325,38.0235
2111,cells4.jpg,1134,1967.364,1588.025,255.421,1939,1563,51,49,55.347,26.087,42.928,63.032,255,100,1941,1607,41.785,38.99,40.717
171,cells4.jpg,1135,2937.689,133.784,312.149,2917,108,45,50,45.645,31.66,116.315,55.902,255,100,2918,108,116.565,41.719,38.6525
1517,cells4.jpg,1135,2269.97,1111.213,272.049,2244,1092,53,40,44.474,32.494,175.805,53.759,255,100,2244,1113,170.362,37.302,38.484
540,cells4.jpg,1136,3212.221,434.485,187.823,3192,408,39,55,50.053,28.897,60.187,56.613,255,100,3205,463,72.525,32.919,39.475
1164,cells4.jpg,1136,290.062,854.395,286.978,263,827,53,50,43.704,33.096,149.256,55.362,255,100,263,845,159.928,40.241,38.4
1775,cells4.jpg,1136,471.24,1303.453,184.51,452,1280,44,46,41.676,34.706,71.168,47.424,255,100,459,1326,47.564,38.719,38.191
1939,cells4.jpg,1136,2580.656,1428.703,253.421,2557,1406,51,43,45.987,31.452,150.36,53.151,255,100,2569,1409,131.186,42.046,38.7195
3546,cells4.jpg,1136,2685.57,2905.599,197.966,2664,2882,44,48,44.502,32.502,67.26,49.031,255,100,2675,2882,101.768,38.46,38.502
60,cells4.jpg,1137,1659.591,28.202,423.103,1609,9,99,45,64.979,22.279,169.362,99.247,255,100,1609,33,175.956,35.311,43.629
1390,cells4.jpg,1137,740.953,1027.029,247.865,722,993,39,60,49.671,29.145,108.455,63.569,255,100,739,993,109.29,36.515,39.408
3660,cells4.jpg,1138,1205.337,3026.636,406.718,1170,3002,61,51,42.97,33.72,33.811,66.641,255,100,1170,3031,25.796,44.574,38.345
1103,cells4.jpg,1139,2931.503,809.758,327.948,2912,782,40,61,43.973,32.98,100.437,61.814,255,100,2929,782,99.31,40,38.4765
2496,cells4.jpg,1140,651.198,1909.106,264.593,627,1884,48,47,44.731,32.449,52.581,51.662,255,100,634,1928,47.353,41.2,38.59
2753,cells4.jpg,1140,2318.307,2094.169,188.894,2298,2073,41,46,39.787,36.481,68.684,46.53,255,100,2314,2073,98.653,38.56,38.134
2605,cells4.jpg,1141,681.682,1991.957,284.007,663,1963,40,53,48.752,29.799,87.701,54.818,255,100,669,1969,128.333,39.579,39.2755
1285,cells4.jpg,1142,2934.587,940.673,252.936,2913,916,47,47,41.609,34.945,120.44,54.083,255,100,2927,917,123.69,44.158,38.277
3495,cells4.jpg,1142,2526.763,2833.54,311.605,2502,2815,61,42,45.937,31.653,17.516,61.66,255,100,2502,2837,8.393,42,38.795
3472,cells4.jpg,1143,2592.257,2811.031,241.279,2569,2789,45,49,41.853,34.772,52.392,49.497,255,100,2593,2838,81.87,40.584,38.3125
2210,cells4.jpg,1146,1601.006,1688.287,210.309,1582,1664,41,55,46.845,31.148,80.337,56.045,255,100,1600,1719,74.476,36.759,38.9965
3126,cells4.jpg,1146,2170.543,2428.474,278.35,2145,2406,49,43,41.593,35.082,4.315,49.649,255,100,2157,2447,55.67,43,38.3375
602,cells4.jpg,1148,3167.598,467.039,216.551,3148,444,40,44,40.786,35.838,122.177,49.739,255,100,3157,444,120.174,39.443,38.312
1643,cells4.jpg,1148,3131.295,1200.603,223.037,3110,1176,43,51,43.251,33.796,95.431,51.971,255,100,3125,1176,101.094,42.8,38.5235
610,cells4.jpg,1149,240.145,480.168,213.581,220,453,38,51,43.671,33.499,107.787,53.16,255,100,236,453,106.39,36.911,38.585
3080,cells4.jpg,1149,4027.462,2383.409,325.806,3999,2361,53,46,40.728,35.92,178.489,53.235,255,100,3999,2381,174.611,45.474,38.324
1529,cells4.jpg,1150,1689.057,1123.219,310.007,1666,1101,50,48,42.455,34.489,51.825,57.385,255,100,1667,1141,41.468,47.133,38.472
2912,cells4.jpg,1150,263.921,2233.179,237.522,241,2210,45,48,40.923,35.78,53.578,49.82,255,100,247,2255,38.48,44.222,38.3515
599,cells4.jpg,1151,4003.607,474.938,214.208,3983,441,39,57,47.372,30.936,76.333,58.523,255,100,3990,497,73.113,34.431,39.154
3239,cells4.jpg,1151,2238.234,2548.157,227.38,2219,2522,40,50,49.773,29.444,110.165,55.471,255,100,2229,2523,117.951,36.038,39.6085
582,cells4.jpg,1152,3508.048,451.893,219.765,3476,437,64,31,53.576,27.377,177.902,64.195,255,100,3476,459,4.467,30.332,40.4765
1231,cells4.jpg,1153,3895.513,893.795,245.421,3860,873,66,42,49.318,29.767,31.755,70.385,255,100,3860,908,22.557,34,39.5425
